assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path
GCA_000337375.1	PRJNA174918	SAMN02471632	AOJG00000000.1	representative genome	1227482	368624	Halorubrum lipolyticum DSM 21995	strain=DSM 21995		latest	Contig	Major	Full	2013/02/04	ASM33737v1	University of California, Davis	GCF_000337375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337375.1_ASM33737v1
GCA_000337475.1	PRJNA174925	SAMN02471681	AOIT00000000.1	representative genome	1230457	370323	Haloterrigena limicola JCM 13563	strain=JCM 13563		latest	Contig	Major	Full	2013/02/04	ASM33747v1	University of California, Davis	GCF_000337475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337475.1_ASM33747v1
GCA_000427685.1	PRJNA157819	SAMN02440896	ATYM00000000.1	representative genome	926690	376171	Haloplanus natans DSM 17983	strain=DSM 17983		latest	Scaffold	Major	Full	2013/07/15	ASM42768v1	JGI	GCF_000427685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000427685.1_ASM42768v1
GCA_000025665.1	PRJNA38403	SAMN02598523		na	439481	379547	Aciduliprofundum boonei T469	strain=T469		latest	Complete Genome	Major	Full	2010/02/24	ASM2566v1		GCF_000025665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025665.1_ASM2566v1
GCA_000151085.1	PRJNA19277	SAMN02436315	ABSD00000000.1	na	439481	379547	Aciduliprofundum boonei T469	strain=T469		latest	Scaffold	Major	Full	2008/08/29	ASM15108v1		GCF_000151085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000151085.1_ASM15108v1
GCA_000336815.1	PRJNA174906	SAMN02471666	AOLG00000000.1	na	1227461	381852	Haloferax prahovense DSM 18310	strain=DSM 18310		latest	Contig	Major	Full	2013/02/04	ASM33681v1	University of California, Davis	GCF_000336815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336815.1_ASM33681v1
GCA_000746075.1	PRJNA245621	SAMN02910397	JQKN00000000.1	na	386456	386456	Methanobacterium arcticum	strain=M2		latest	Scaffold	Major	Full	2014/08/28	ASM74607v1	DOE Joint Genome Institute	GCF_000746075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746075.1_ASM74607v1
GCA_000328525.1	PRJNA59897	SAMN02232030		representative genome	797302	387341	Halovivax ruber XH-70	strain=XH-70		latest	Complete Genome	Major	Full	2012/12/27	ASM32852v1	DOE Joint Genome Institute	GCF_000328525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328525.1_ASM32852v1
GCA_000217715.1	PRJNA56049	SAMN02232028		representative genome	797210	387343	Halopiger xanaduensis SH-6	strain=SH-6		latest	Complete Genome	Major	Full	2011/06/09	ASM21771v1		GCF_000217715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000217715.1_ASM21771v1
GCA_000337735.1	PRJNA174944	SAMN02471621	AOHX00000000.1	representative genome	1230460	388259	Natronorubrum sulfidifaciens JCM 14089	strain=JCM 14089		latest	Contig	Major	Full	2013/02/04	ASM33773v1	University of California, Davis	GCF_000337735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337735.1_ASM33773v1
GCA_000336615.1	PRJNA174891	SAMN02471637	AOLW00000000.1	na	1227452	396317	Haloarcula amylolytica JCM 13557	strain=JCM 13557		latest	Contig	Major	Full	2013/02/04	ASM33661v1	University of California, Davis	GCF_000336615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336615.1_ASM33661v1
GCA_000337815.1	PRJNA174887	SAMN02471642	AOLN00000000.1	representative genome	662479	403181	Haloferax mucosum ATCC BAA-1512	strain=ATCC BAA-1512		latest	Contig	Major	Full	2013/02/04	ASM33781v1	University of California, Davis	GCF_000337815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337815.1_ASM33781v1
GCA_000336755.1	PRJNA174902	SAMN02471641	AOLK00000000.1	representative genome	1230453	403191	Haloferax elongans ATCC BAA-1513	strain=ATCC BAA-1513		latest	Contig	Major	Full	2013/02/04	ASM33675v1	University of California, Davis	GCF_000336755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336755.1_ASM33675v1
GCA_000281695.1	PRJNA89473	SAMN02603638		na	406552	406552	Natrinema sp. J7-2	strain=J7-2		latest	Complete Genome	Major	Full	2012/07/25	ASM28169v1	Nankai University	GCF_000281695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000281695.1_ASM28169v1
GCA_000745485.1	PRJNA245623	SAMN02910304	JQJK00000000.1	representative genome	408577	408577	Methanobacterium veterum	strain=MK4		latest	Scaffold	Major	Full	2014/08/28	ASM74548v1	DOE Joint Genome Institute	GCF_000745485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000745485.1_ASM74548v1
GCA_000337395.1	PRJNA174919	SAMN02471646	AOJF00000000.1	representative genome	1227483	409316	Halorubrum litoreum JCM 13561	strain=JCM 13561		latest	Contig	Major	Full	2013/02/04	ASM33739v1	University of California, Davis	GCF_000337395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337395.1_ASM33739v1
GCA_000337095.1	PRJNA174923	SAMN02471630	AOIV00000000.1	representative genome	1227487	411361	Halogeometricum pallidum JCM 14848	strain=JCM 14848		latest	Contig	Major	Full	2013/02/04	ASM33709v1	University of California, Davis	GCF_000337095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337095.1_ASM33709v1
GCA_000196895.1	PRJNA49517	SAMN02603490		representative genome	795797	413810	Halalkalicoccus jeotgali B3	strain=B3		latest	Complete Genome	Major	Full	2010/06/23	ASM19689v1		GCF_000196895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000196895.1_ASM19689v1
GCA_000337255.1	PRJNA174946	SAMN02471620	AOHV00000000.1	na	795797	413810	Halalkalicoccus jeotgali B3	strain=B3		latest	Contig	Major	Full	2013/02/04	ASM33725v1	University of California, Davis	GCF_000337255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337255.1_ASM33725v1
GCA_000485535.1	PRJNA64955	SAMN02440736	AXZD00000000.1	na	795797	413810	Halalkalicoccus jeotgali B3	strain=B3		latest	Contig	Major	Full	2013/10/25	ASM48553v1	DOE Joint Genome Institute	GCF_000485535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000485535.1_ASM48553v1
GCA_000710605.1	PRJNA236631	SAMN02629025	JDTG00000000.1	na	1455609	413811	Haloterrigena jeotgali A29	strain=A29		latest	Contig	Major	Full	2014/06/20	HTGA29.1	Korea Basic Science Institute	GCF_000710605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000710605.1_HTGA29.1
GCA_000337695.1	PRJNA174941	SAMN02471624	AOIA00000000.1	representative genome	1227498	413812	Natronococcus jeotgali DSM 18795	strain=DSM 18795		latest	Contig	Major	Full	2013/02/04	ASM33769v1	University of California, Davis	GCF_000337695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337695.1_ASM33769v1
GCA_000739595.1	PRJDB2990	SAMD00018745	BBJP00000000.1	representative genome	413816	413816	Halorubrum halophilum	strain=B8		latest	Contig	Major	Full	2014/07/31	ASM73959v1	Korea Basic Science Institute	GCF_000739595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000739595.1_ASM73959v1
GCA_000591055.1	PRJEA50649	SAMEA3138954		representative genome	268739	416273	Natronomonas moolapensis 8.8.11	strain=8.8.11		latest	Complete Genome	Major	Full	2013/02/21	ASM59105v1	Max-Planck-Institute of Biochemistry	GCF_000591055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000591055.1_ASM59105v1
GCA_000336875.1	PRJNA174912	SAMN02471648	AOJK00000000.1	na	1227465	416585	Halorubrum californiensis DSM 19288	strain=DSM 19288		latest	Contig	Major	Full	2013/02/04	ASM33687v1	University of California, Davis	GCF_000336875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336875.1_ASM33687v1
GCA_000970285.1	PRJNA230942	SAMN03074578		na	1434110	418008	Methanosarcina horonobensis HB-1 = JCM 15518	strain=HB-1		latest	Complete Genome	Major	Full	2015/04/07	ASM97028v1	University of Illinois at Urbana-Champaign	GCF_000970285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970285.1_ASM97028v1
GCA_000337175.1	PRJNA174935	SAMN02471627	AOIJ00000000.1	na	1230459	419186	Natrinema gari JCM 14663	strain=JCM 14663		latest	Contig	Major	Full	2013/02/04	ASM33717v1	University of California, Davis	GCF_000337175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337175.1_ASM33717v1
GCA_000306725.1	PRJNA74005	SAMN00739943		representative genome	1094980	420950	Methanolobus psychrophilus R15	strain=R15		latest	Complete Genome	Major	Full	2012/10/18	ASM30672v1	Beijing Institute of Genomics	GCF_000306725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000306725.1_ASM30672v1
GCA_000215915.3	PRJNA66979	SAMN02472187	AFNT00000000.2	na	1033806	430914	Halorhabdus tiamatea SARL4B	strain=SARL4B		latest	Contig	Major	Full	2013/09/12	HLRTI_V2	King Abdullah University of Science and Technology (KAUS)	GCF_000215915.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000215915.3_HLRTI_V2
GCA_000470655.1	PRJEB1233	SAMEA2271992		representative genome	1033806	430914	Halorhabdus tiamatea SARL4B	strain=type strain: SARL4B		latest	Complete Genome	Major	Full	2013/08/01	HATI1	MPI BREMEN	GCF_000470655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000470655.1_HATI1
GCA_000379085.1	PRJNA88127	SAMN02261322	AQZY00000000.1	na	1069082	437163	Halomicrobium katesii DSM 19301	strain=DSM 19301		latest	Scaffold	Major	Full	2013/04/23	ASM37908v1	JGI	GCF_000379085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000379085.1_ASM37908v1
GCA_000710615.1	PRJNA236630	SAMN02629026	JDTH00000000.1	representative genome	1455608	453847	Haladaptatus cibarius D43	strain=D43		latest	Contig	Major	Full	2014/06/20	HAPD43.1	Korea Basic Science Institute	GCF_000710615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000710615.1_HAPD43.1
GCA_000021965.1	PRJNA29381	SAMN00001866		representative genome	521011	475088	Methanosphaerula palustris E1-9c	strain=E1-9c		latest	Complete Genome	Major	Full	2009/01/05	ASM2196v1		GCF_000021965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000021965.1_ASM2196v1
GCA_000020905.1	PRJNA28141	SAMN02603098		representative genome	490899	477693	Desulfurococcus kamchatkensis 1221n	strain=1221n		latest	Complete Genome	Major	Full	2008/12/24	ASM2090v1		GCF_000020905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020905.1_ASM2090v1
GCA_000337355.1	PRJNA174917	SAMN02471633	AOJH00000000.1	representative genome	1230456	478441	Halorubrum kocurii JCM 14978	strain=JCM 14978		latest	Contig	Major	Full	2013/02/04	ASM33735v1	University of California, Davis	GCF_000337355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337355.1_ASM33735v1
GCA_000400975.1	PRJDB708	SAMD00036650	BANO00000000.1	na	1261545	489138	Halarchaeum acidiphilum MH1-52-1	strain=MH1-52-1		latest	Contig	Major	Full	2013/05/16	ASM40097v1	Japan Agency for Marine-Earth Science and Technology	GCF_000400975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000400975.1_ASM40097v1
GCA_000474235.1	PRJDB708	SAMD00036764	BATA00000000.1	representative genome	1261545	489138	Halarchaeum acidiphilum MH1-52-1	strain=JCM 16109		latest	Contig	Major	Full	2013/09/13	ASM47423v1	Japan Agency for Marine-Earth Science and Technology	GCF_000474235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000474235.1_ASM47423v1
GCA_000303155.1	PRJNA60505	SAMN02603264		na	1237085	497727	Candidatus Nitrososphaera gargensis Ga9.2		enrichment culture Ga9.2	latest	Complete Genome	Major	Full	2012/10/05	ASM30315v1	Georg-August-University Goettingen	GCF_000303155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000303155.1_ASM30315v1
GCA_000019605.1	PRJNA16525	SAMN02598368		na	374847	498846	Candidatus Korarchaeum cryptofilum OPF8			latest	Complete Genome	Major	Full	2008/03/18	ASM1960v1		GCF_000019605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019605.1_ASM1960v1
GCA_000337495.1	PRJNA174926	SAMN02471629	AOIS00000000.1	na	1227488	504937	Haloterrigena salina JCM 13891	strain=JCM 13891		latest	Contig	Major	Full	2013/02/04	ASM33749v1	University of California, Davis	GCF_000337495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337495.1_ASM33749v1
GCA_000213215.1	PRJNA60875	SAMN02602984		representative genome	933801	563177	Acidianus hospitalis W1	strain=W1		latest	Complete Genome	Major	Full	2011/05/12	ASM21321v1		GCF_000213215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000213215.1_ASM21321v1
GCA_000789255.1	PRJNA261279	SAMN03070125		na	565033	565033	Geoglobus acetivorans	strain=SBH6		latest	Complete Genome	Major	Full	2014/12/04	ASM78925v1	Centre Bioengineering RAS	GCF_000789255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000789255.1_ASM78925v1
GCA_000011005.1	PRJDA20361			representative genome	304371	570267	Methanocella paludicola SANAE	strain=SANAE		latest	Complete Genome	Major	Full	2009/12/25	ASM1100v1		GCF_000011005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011005.1_ASM1100v1
GCA_000815385.1	PRJNA271197	SAMN03273288	JXAO00000000.1	na	575195	575195	Haloarcula salaria	strain=H5-DGR		latest	Contig	Major	Full	2015/01/06	ASM81538v1	Directorate of Groundnut Research (Indian Council of Agricultural Research)	GCF_000815385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000815385.1_ASM81538v1
GCA_000517445.1	PRJNA230233	SAMN03081513		na	582419	582419	Thermococcus paralvinellae	strain=ES1		latest	Complete Genome	Major	Full	2014/01/10	ASM51744v1	Kyung Hee University	GCF_000517445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000517445.1_ASM51744v1
GCA_000025525.1	PRJNA37943	SAMN02598520		na	644281	644281	Methanocaldococcus sp. FS406-22	strain=FS406-22		latest	Complete Genome	Major	Full	2010/02/17	ASM2552v1		GCF_000025525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025525.1_ASM2552v1
GCA_000711905.1	PRJNA235052	SAMN02746094	JONQ00000000.1	representative genome	1122233	660064	Methermicoccus shengliensis DSM 18856	strain=DSM 18856		latest	Scaffold	Major	Full	2014/06/25	ASM71190v1	DOE Joint Genome Institute	GCF_000711905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000711905.1_ASM71190v1
GCA_000192595.1	PRJNA63555	SAMN02954274	AEYN00000000.1	na	994837	662759	Candidatus Parvarchaeum acidiphilum ARMAN-4_''5-way FS''			latest	Scaffold	Major	Partial	2011/03/18	ASM19259v1	University of California Berkeley	GCF_000192595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000192595.1_ASM19259v1
GCA_000192615.1	PRJNA63557	SAMN02954274	AEYO00000000.1	na	994838	662761	Candidatus Parvarchaeum acidophilus ARMAN-5_''5-way FS''			latest	Scaffold	Major	Partial	2011/03/18	ASM19261v1	University of California Berkeley	GCF_000192615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000192615.1_ASM19261v1
GCA_000363885.1	PRJNA194097	SAMN02470129	APMM00000000.1	na	1069083	667126	Methanocaldococcus villosus KIN24-T80	strain=KIN24-T80		latest	Contig	Major	Full	2013/04/11	MethanoVillo1.0	King Abdullah University of Science and Technology	GCF_000363885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000363885.1_MethanoVillo1.0
GCA_000371805.1	PRJNA82617	SAMN02261307	AQUK00000000.1	representative genome	1069083	667126	Methanocaldococcus villosus KIN24-T80	strain=KIN24-T80		latest	Contig	Major	Full	2013/04/19	ASM37180v1	JGI	GCF_000371805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000371805.1_ASM37180v1
GCA_000447225.1	PRJNA209806	SAMN02981548	ATMF00000000.1	na	667135	667135	Thermoplasmatales archaeon A-plasma			latest	Contig	Major	Full	2013/08/14	amd a-plasma	University of California Berkeley	GCF_000447225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000447225.1_amd_a-plasma
GCA_000496135.1	PRJNA209805	SAMN02981547	ATME00000000.1	na	667137	667137	Thermoplasmatales archaeon E-plasma			latest	Scaffold	Major	Full	2013/11/07	amd e-plasma	University of California Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496135.1_amd_e-plasma
GCA_000327505.1	PRJNA73039	SAMN02261429		na	673860	673860	Aciduliprofundum sp. MAR08-339	strain=MAR08-339		latest	Complete Genome	Major	Full	2012/12/21	ASM32750v1	JGI	GCF_000327505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000327505.1_ASM32750v1
GCA_000258425.1	PRJNA91117	SAMN02603095		representative genome	1163730	683846	Fervidicoccus fontis Kam940	strain=Kam940		latest	Complete Genome	Major	Full	2012/04/10	ASM25842v1		GCF_000258425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258425.1_ASM25842v1
GCA_000283335.1	PRJNA170600	SAMN02470186	ALJD00000000.1	representative genome	1210908	693851	Halogranum salarium B-1	strain=B-1		latest	Contig	Major	Full	2012/08/03	162.HSB1.1	Korea Research Institute of Bioscience and Biotechnology	GCF_000283335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000283335.1_162.HSB1.1
GCA_000405225.1	PRJNA192371	SAMN02440539	ASMP00000000.1	na	743729	743729	Nanoarchaeota archaeon SCGC AAA011-D5	strain=SCGC AAA011-D5		latest	Contig	Major	Full	2013/06/03	ASM40522v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405225.1_ASM40522v1
GCA_000404525.1	PRJNA192502	SAMN02441613	ASMS00000000.1	na	743731	743731	Diapherotrites archaeon SCGC AAA011-N19	strain=SCGC AAA011-N19		latest	Contig	Major	Partial	2013/06/03	ASM40452v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404525.1_ASM40452v1
GCA_000230955.3	PRJNA59739	SAMN02261380		na	751944	751944	Halobacterium sp. DL1	strain=DL1		latest	Complete Genome	Major	Full	2014/01/13	ASM23095v3	JGI	GCF_000230955.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000230955.3_ASM23095v3
GCA_000224475.1	PRJNA52855	SAMN02232027		na	756883	756883	halophilic archaeon DL31	strain=DL31		latest	Complete Genome	Major	Full	2011/08/26	ASM22447v1		GCF_000224475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000224475.1_ASM22447v1
GCA_000828575.1	PRJDA50633			na	866790	866790	Methanothermobacter sp. CaT2	strain=CaT2		latest	Complete Genome	Major	Full	2012/12/03	ASM82857v1	National Institute of Genetics	GCF_000828575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000828575.1_ASM82857v1
GCA_000214725.1	PRJNA53561	SAMN00713630		representative genome	868131	868131	Methanobacterium paludis	strain=SWAN1		latest	Complete Genome	Major	Full	2011/05/24	ASM21472v1		GCF_000214725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000214725.1_ASM21472v1
GCA_000191585.1	PRJNA53495	SAMN02232037		representative genome	877455	877455	Methanobacterium lacus	strain=AL-21		latest	Complete Genome	Major	Full	2011/03/07	ASM19158v1		GCF_000191585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000191585.1_ASM19158v1
GCA_000327485.1	PRJNA63567	SAMN02232038		representative genome	593750	882104	Methanoregula formicica SMSP	strain=SMSP		latest	Complete Genome	Major	Full	2012/12/21	ASM32748v1	DOE Joint Genome Institute	GCF_000327485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000327485.1_ASM32748v1
GCA_000220375.1	PRJNA52647	SAMN01940911	AEIY00000000.1	na	889948	889948	Candidatus Nanosalina sp. J07AB43			latest	Scaffold	Major	Full	2011/07/11	ASM22037v1	University of California, San Diego, Scripps Institution of Oceanography	GCF_000220375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000220375.1_ASM22037v1
GCA_000220355.1	PRJNA52645	SAMN01940911	AEIX00000000.1	na	889962	889962	Candidatus Nanosalinarum sp. J07AB56			latest	Scaffold	Major	Full	2011/07/11	ASM22035v1	University of California, San Diego, Scripps Institution of Oceanography	GCF_000220355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000220355.1_ASM22035v1
GCA_000430485.1	PRJNA62219	SAMN00203929	AKID00000000.1	na	913025	913025	Thermococcus sp. PK	strain=PK		latest	Scaffold	Major	Full	2013/07/16	ASM43048v1	JGI	GCF_000430485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430485.1_ASM43048v1
GCA_000402775.1	PRJNA192382	SAMN02441070	AQSC00000000.1	na	913322	913322	Euryarchaeota archaeon SCGC AAA252-I15	strain=SCGC AAA252-I15		latest	Contig	Major	Full	2013/05/29	ASM40277v1	DOE Joint Genome Institute	GCF_000402775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402775.1_ASM40277v1
GCA_000402075.1	PRJNA66857	SAMN02440520	ARWO00000000.1	na	913333	913333	Thaumarchaeota archaeon SCGC AAA007-O23	strain=SCGC AAA007-O23		latest	Contig	Major	Full	2013/05/29	ASM40207v1	JGI	GCF_000402075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402075.1_ASM40207v1
GCA_000372505.1	PRJNA66861	SAMN02261270	AQTW00000000.1	na	913335	913335	Marine Group III euryarchaeote SCGC AAA007-O11	strain=SCGC AAA007-O11		latest	Contig	Major	Partial	2013/04/19	ASM37250v1	JGI	GCF_000372505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000372505.1_ASM37250v1
GCA_000382725.2	PRJNA66863	SAMN02261271	AQTX00000000.1	na	913336	913336	Marine Group III euryarchaeote SCGC AAA288-E19	strain=SCGC AAA288-E19		latest	Contig	Major	Partial	2013/04/25	ASM38272v2	JGI	GCF_000382725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000382725.2_ASM38272v2
GCA_000725425.1	PRJNA207495	SAMN03081469		representative genome	1343739	971279	Palaeococcus pacificus DY20341	strain=DY20341		latest	Complete Genome	Major	Full	2014/07/14	ASM72542v1	The third institute of oceanography of SOA,PRChina	GCF_000725425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000725425.1_ASM72542v1
GCA_000190315.1	PRJNA63027	SAMN02603092		representative genome	985053	985052	Vulcanisaeta moutnovskia 768-28	strain=768-28		latest	Complete Genome	Major	Full	2011/02/22	ASM19031v1		GCF_000190315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000190315.1_ASM19031v1
GCA_000204925.1	PRJNA65497	SAMN02603221		representative genome	1006006	1006005	Metallosphaera cuprina Ar-4	strain=Ar-4		latest	Complete Genome	Major	Full	2011/04/19	ASM20492v1		GCF_000204925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000204925.1_ASM20492v1
GCA_000204585.1	PRJNA52465	SAMN02471010	AEGP00000000.1	na	886738	1007084	Candidatus Nitrosoarchaeum limnia SFB1	strain=SFB1		latest	Chromosome	Major	Full	2011/04/20	ASM20458v1		GCF_000204585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000204585.1_ASM20458v1
GCA_000241145.2	PRJNA50027	SAMN00016663	AHJG00000000.1	na	859192	1007084	Candidatus Nitrosoarchaeum limnia BG20	strain=BG20		latest	Contig	Major	Full	2012/01/04	ASM24114v2	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCF_000241145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000241145.2_ASM24114v2
GCA_000215995.1	PRJNA66055	SAMN02603867		representative genome	529709	1008460	Pyrococcus yayanosii CH1	strain=CH1		latest	Complete Genome	Major	Full	2011/06/07	ASM21599v1		GCF_000215995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000215995.1_ASM21599v1
GCA_000328925.1	PRJNA66411	SAMN02469592	AJVJ00000000.1	na	1027373	1027373	Nitrosopumilus sp. AR	strain=AR		latest	Contig	Major	Full	2012/12/31	NAR	Chungbuk National University	GCF_000328925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328925.1_NAR
GCA_000328945.1	PRJNA66413	SAMN02469589	AJVI00000000.1	na	1027374	1027374	Nitrosopumilus sp. SJ	strain=SJ		latest	Contig	Major	Full	2012/12/31	NSJ	Chungbuk National University	GCF_000328945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328945.1_NSJ
GCA_000382765.1	PRJNA66859	SAMN02261269	ARPJ00000000.1	na	1032475	1032475	Marine group II euryarchaeote SCGC AAA288-C18	strain=SCGC AAA288-C18		latest	Contig	Major	Partial	2013/04/25	ASM38276v1	JGI	GCF_000382765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000382765.1_ASM38276v1
GCA_000698785.1	PRJEA60103	SAMN02721150		representative genome	926571	1034015	Nitrososphaera viennensis EN76	strain=EN76		latest	Complete Genome	Major	Full	2014/06/06	ASM69878v1	University of Vienna	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000698785.1_ASM69878v1
GCA_000744315.1	PRJNA210206	SAMN02745719	JQLR00000000.1	na	1036677	1036677	Methanosarcina soligelidi	strain=SMA-21		latest	Contig	Major	Full	2014/08/28	ASM74431v1	DOE Joint Genome Institute	GCF_000744315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000744315.1_ASM74431v1
GCA_000221185.1	PRJNA67883	SAMN02603471		na	1042877	1042877	Thermococcus sp. 4557	strain=4557		latest	Complete Genome	Major	Full	2011/07/22	ASM22118v1		GCF_000221185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000221185.1_ASM22118v1
